LAT LON P
37.875 -79.625 0.5010828249036257
37.875 -79.57499999999999 0.5008158744321353
37.875 -79.52499999999999 0.5008158744321353
37.875 -79.475 0.5008158744321353
37.875 -79.425 0.5008158744321353
37.875 -79.375 0.5008158744321353
37.875 -79.32499999999999 0.5005720913670496
37.875 -79.27499999999999 0.5005720913670496
37.875 -79.225 0.5002871912693855
37.875 -79.175 0.5
37.875 -79.125 0.5
37.875 -79.07499999999999 0.5
37.875 -79.02499999999999 0.5
37.825 -81.975 0.5
37.825 -81.925 0.5
37.825 -81.875 0.5
37.825 -81.82499999999999 0.5
37.825 -81.77499999999999 0.5003111387678905
37.825 -81.725 0.5003111387678905
37.825 -81.675 0.5005758288905345
37.825 -81.625 0.5005758288905345
37.825 -81.57499999999999 0.5008453701446709
37.825 -81.52499999999999 0.5013136381448561
37.825 -81.475 0.5013136381448561
37.825 -81.425 0.5017473010443732
37.825 -81.375 0.5019486676131134
37.825 -81.32499999999999 0.5024448567949151
37.825 -81.27499999999999 0.5026422460883117
37.825 -81.225 0.5028429626585188
37.825 -81.175 0.5030498235020984
37.825 -81.125 0.5036818468506875
37.825 -81.07499999999999 0.5042934945806197
37.825 -81.02499999999999 0.5042934945806197
37.825 -80.975 0.5042009599845496
37.825 -80.925 0.5042009599845496
37.825 -80.875 0.5044148936201581
37.825 -80.82499999999999 0.5045421542301552
37.825 -80.77499999999999 0.5047628856793727
37.825 -80.725 0.5047628856793727
37.825 -80.675 0.504987988104211
37.825 -80.625 0.5054560364021325
37.825 -80.57499999999999 0.5051865251329895
37.825 -80.52499999999999 0.5051865251329895
37.825 -80.475 0.5046666530360098
37.825 -80.425 0.5049335798664365
37.825 -80.375 0.5055056090760746
37.825 -80.32499999999999 0.5050445762208962
37.825 -80.27499999999999 0.5053200287417883
37.825 -80.225 0.5050981264978286
37.825 -80.175 0.5050981264978286
37.825 -80.125 0.5048781747772407
37.825 -80.07499999999999 0.5048781747772407
37.825 -80.02499999999999 0.504665156249288
37.825 -79.975 0.504440859001465
37.825 -79.925 0.5042322806076072
37.825 -79.875 0.5043377096835372
37.825 -79.82499999999999 0.5039224192013337
37.825 -79.77499999999999 0.5039224192013337
37.825 -79.725 0.5038393124846741
37.825 -79.675 0.5026988868698811
37.825 -79.625 0.5017523141256361
37.825 -79.57499999999999 0.501554921883008
37.825 -79.52499999999999 0.5013583053765658
37.825 -79.475 0.5013583053765658
37.825 -79.425 0.5010828249036257
37.825 -79.375 0.5008158744321353
37.825 -79.32499999999999 0.5008158744321353
37.825 -79.27499999999999 0.5008158744321353
37.825 -79.225 0.5008158744321353
37.825 -79.175 0.5005720913670496
37.825 -79.125 0.5005720913670496
37.825 -79.07499999999999 0.5
37.825 -79.02499999999999 0.5
37.775 -81.975 0.5
37.775 -81.925 0.5003111387678905
37.775 -81.875 0.5003111387678905
37.775 -81.82499999999999 0.5005758288905345
37.775 -81.77499999999999 0.5005758288905345
37.775 -81.725 0.5008453701446709
37.775 -81.675 0.5011006014561404
37.775 -81.625 0.5016132161925705
37.775 -81.57499999999999 0.5018491737356409
37.775 -81.52499999999999 0.5018491737356409
37.775 -81.475 0.5025404630420156
37.775 -81.425 0.5025404630420156
37.775 -81.375 0.5027370757408438
37.775 -81.32499999999999 0.5031351790077923
37.775 -81.27499999999999 0.5037725369605693
37.775 -81.225 0.5039740565153661
37.775 -81.175 0.504585698334365
37.775 -81.125 0.504585698334365
37.775 -81.07499999999999 0.5047927194706252
37.775 -81.02499999999999 0.5052265990215887
37.775 -80.975 0.5054516971811244
37.775 -80.925 0.5056701061704632
37.775 -80.875 0.5061352906595072
37.775 -80.82499999999999 0.5065885757008555
37.775 -80.77499999999999 0.5068201227736715
37.775 -80.725 0.5070638593154679
37.775 -80.675 0.5061610712528263
37.775 -80.625 0.5061610712528263
37.775 -80.57499999999999 0.506183520474501
37.775 -80.52499999999999 0.5064683751783983
37.775 -80.475 0.5070309460045838
37.775 -80.425 0.5067614554810567
37.775 -80.375 0.5067393698686483
37.775 -80.32499999999999 0.5067303233923806
37.775 -80.27499999999999 0.5070718439796627
37.775 -80.225 0.5070718439796627
37.775 -80.175 0.507463165646035
37.775 -80.125 0.5069744827061208
37.775 -80.07499999999999 0.5066337984904737
37.775 -80.02499999999999 0.5066337984904737
37.775 -79.975 0.5066337984904737
37.775 -79.925 0.5062008582958508
37.775 -79.875 0.5062008582958508
37.775 -79.82499999999999 0.5059922952231545
37.775 -79.77499999999999 0.5055611689236449
37.775 -79.725 0.5053598236210951
37.775 -79.675 0.5051458977170337
37.775 -79.625 0.5045267759349472
37.775 -79.57499999999999 0.5036167435481088
37.775 -79.52499999999999 0.5030055241041634
37.775 -79.475 0.50232100225587
37.775 -79.425 0.50232100225587
37.775 -79.375 0.5020059482619322
37.775 -79.32499999999999 0.5016936476964977
37.775 -79.27499999999999 0.5014181682495306
37.775 -79.225 0.5008158744321353
37.775 -79.175 0.5008158744321353
37.775 -79.125 0.5008158744321353
37.775 -79.07499999999999 0.5005720913670496
37.775 -79.02499999999999 0.5005720913670496
37.725 -81.975 0.5003111387678905
37.725 -81.925 0.5005758288905345
37.725 -81.875 0.5005758288905345
37.725 -81.82499999999999 0.5008453701446709
37.725 -81.77499999999999 0.5014001801966552
37.725 -81.725 0.5016132161925705
37.725 -81.675 0.5018491737356409
37.725 -81.625 0.5021413958749594
37.725 -81.57499999999999 0.5023390985171612
37.725 -81.52499999999999 0.5025404630420156
37.725 -81.475 0.5027370757408438
37.725 -81.425 0.5032678155395449
37.725 -81.375 0.5040813505528537
37.725 -81.32499999999999 0.5040813505528537
37.725 -81.27499999999999 0.5048945032204486
37.725 -81.225 0.5048945032204486
37.725 -81.175 0.5053459939842515
37.725 -81.125 0.5060049559461657
37.725 -81.07499999999999 0.5060049559461657
37.725 -81.02499999999999 0.5069046236534042
37.725 -80.975 0.5071288953247013
37.725 -80.925 0.5071288953247013
37.725 -80.875 0.5071288953247013
37.725 -80.82499999999999 0.5073726275931651
37.725 -80.77499999999999 0.5073726275931651
37.725 -80.725 0.5070638593154679
37.725 -80.675 0.508057447242951
37.725 -80.625 0.5083035655043583
37.725 -80.57499999999999 0.5091508808196523
37.725 -80.52499999999999 0.5085033688361369
37.725 -80.475 0.5087859299327986
37.725 -80.425 0.5090763660230765
37.725 -80.375 0.509662137765668
37.725 -80.32499999999999 0.5097076387857672
37.725 -80.27499999999999 0.5091986317039116
37.725 -80.225 0.50927871752463
37.725 -80.175 0.50927871752463
37.725 -80.125 0.5096073314053476
37.725 -80.07499999999999 0.5091298760930429
37.725 -80.02499999999999 0.5089989006929848
37.725 -79.975 0.5087770444868166
37.725 -79.925 0.5085519882609559
37.725 -79.875 0.5084773063681467
37.725 -79.82499999999999 0.5079796082555755
37.725 -79.77499999999999 0.507239949263416
37.725 -79.725 0.5070313976630507
37.725 -79.675 0.5066232364489849
37.725 -79.625 0.506398958639937
37.725 -79.57499999999999 0.5059873656852271
37.725 -79.52499999999999 0.5054435432419542
37.725 -79.475 0.5038625454030732
37.725 -79.425 0.5028941609915587
37.725 -79.375 0.5026115239742277
37.725 -79.32499999999999 0.5026115239742277
37.725 -79.27499999999999 0.50232100225587
37.725 -79.225 0.50232100225587
37.725 -79.175 0.5016936476964977
37.725 -79.125 0.5011512185780107
37.725 -79.07499999999999 0.5008158744321353
37.725 -79.02499999999999 0.5005720913670496
37.675000000000004 -81.975 0.0
37.675000000000004 -81.925 0.0
37.675000000000004 -81.875 0.0
37.675000000000004 -81.82499999999999 0.0
37.675000000000004 -81.77499999999999 0.0
37.675000000000004 -81.725 0.0
37.675000000000004 -81.675 0.0
37.675000000000004 -81.625 0.0
37.675000000000004 -81.57499999999999 0.5028492867127904
37.675000000000004 -81.52499999999999 0.5032678155395449
37.675000000000004 -81.475 0.5038727696651863
37.675000000000004 -81.425 0.5040813505528537
37.675000000000004 -81.375 0.504282868102321
37.675000000000004 -81.32499999999999 0.5054385244946169
37.675000000000004 -81.27499999999999 0.5056455384048454
37.675000000000004 -81.225 0.5066171344219786
37.675000000000004 -81.175 0.5068486811393074
37.675000000000004 -81.125 0.5072960702106869
37.675000000000004 -81.07499999999999 0.5077410359632555
37.675000000000004 -81.02499999999999 0.5077410359632555
37.675000000000004 -80.975 0.5077410359632555
37.675000000000004 -80.925 0.5077410359632555
37.675000000000004 -80.875 0.508468891427325
37.675000000000004 -80.82499999999999 0.5086449292404822
37.675000000000004 -80.77499999999999 0.5086449292404822
37.675000000000004 -80.725 0.5091669472471789
37.675000000000004 -80.675 0.510014208945732
37.675000000000004 -80.625 0.5097147449379259
37.675000000000004 -80.57499999999999 0.5102525448339738
37.675000000000004 -80.52499999999999 0.5105190964632984
37.675000000000004 -80.475 0.5111461666593512
37.675000000000004 -80.425 0.5105357344064286
37.675000000000004 -80.375 0.5108733358682237
37.675000000000004 -80.32499999999999 0.5112019068056401
37.675000000000004 -80.27499999999999 0.5112019068056401
37.675000000000004 -80.225 0.5112754987534822
37.675000000000004 -80.175 0.5110109398904217
37.675000000000004 -80.125 0.5111802525716826
37.675000000000004 -80.07499999999999 0.5111802525716826
37.675000000000004 -80.02499999999999 0.5111802525716826
37.675000000000004 -79.975 0.5109444077026333
37.675000000000004 -79.925 0.5109444077026333
37.675000000000004 -79.875 0.5101894799413697
37.675000000000004 -79.82499999999999 0.509492448884142
37.675000000000004 -79.77499999999999 0.5087718563248776
37.675000000000004 -79.725 0.5087718563248776
37.675000000000004 -79.675 0.5085519487282788
37.675000000000004 -79.625 0.5068968591314934
37.675000000000004 -79.57499999999999 0.5068968591314934
37.675000000000004 -79.52499999999999 0.5062012834179173
37.675000000000004 -79.475 0.5057866709015377
37.675000000000004 -79.425 0.5051569844531737
37.675000000000004 -79.375 0.0
37.675000000000004 -79.32499999999999 0.0
37.675000000000004 -79.27499999999999 0.0
37.675000000000004 -79.225 0.0
37.675000000000004 -79.175 0.0
37.675000000000004 -79.125 0.0
37.675000000000004 -79.07499999999999 0.0
37.675000000000004 -79.02499999999999 0.0
37.625 -81.975 0.0
37.625 -81.925 0.0
37.625 -81.875 0.0
37.625 -81.82499999999999 0.0
37.625 -81.77499999999999 0.0
37.625 -81.725 0.0
37.625 -81.675 0.0
37.625 -81.625 0.0
37.625 -81.57499999999999 0.0
37.625 -81.52499999999999 0.0
37.625 -81.475 0.0
37.625 -81.425 0.0
37.625 -81.375 0.5061256598639035
37.625 -81.32499999999999 0.5067776879929844
37.625 -81.27499999999999 0.5072231388636895
37.625 -81.225 0.5074521321501895
37.625 -81.175 0.5081154736828454
37.625 -81.125 0.5081154736828454
37.625 -81.07499999999999 0.5081154736828454
37.625 -81.02499999999999 0.5084039119959136
37.625 -80.975 0.508999847055994
37.625 -80.925 0.5092459492597072
37.625 -80.875 0.509501091835906
37.625 -80.82499999999999 0.5097679441518334
37.625 -80.77499999999999 0.510309024111796
37.625 -80.725 0.5114209293961489
37.625 -80.675 0.5119937894786089
37.625 -80.625 0.5117054344786283
37.625 -80.57499999999999 0.5120199266209392
37.625 -80.52499999999999 0.5123143897699537
37.625 -80.475 0.5129309506718799
37.625 -80.425 0.5132217815004526
37.625 -80.375 0.513536874008237
37.625 -80.32499999999999 0.513237508153809
37.625 -80.27499999999999 0.5133126053732489
37.625 -80.225 0.5133126053732489
37.625 -80.175 0.5130438303838636
37.625 -80.125 0.5125099471438173
37.625 -80.07499999999999 0.5119846138216625
37.625 -80.02499999999999 0.5117402526504101
37.625 -79.975 0.5120700985830747
37.625 -79.925 0.5112742778144578
37.625 -79.875 0.5116566321830734
37.625 -79.82499999999999 0.5113267734794857
37.625 -79.77499999999999 0.510873481976042
37.625 -79.725 0.5104189875632621
37.625 -79.675 0.5097225031907866
37.625 -79.625 0.5094559345884977
37.625 -79.57499999999999 0.0
37.625 -79.52499999999999 0.0
37.625 -79.475 0.0
37.625 -79.425 0.0
37.625 -79.375 0.0
37.625 -79.32499999999999 0.0
37.625 -79.27499999999999 0.0
37.625 -79.225 0.0
37.625 -79.175 0.0
37.625 -79.125 0.0
37.625 -79.07499999999999 0.0
37.625 -79.02499999999999 0.0
37.575 -81.975 0.0
37.575 -81.925 0.0
37.575 -81.875 0.0
37.575 -81.82499999999999 0.0
37.575 -81.77499999999999 0.0
37.575 -81.725 0.0
37.575 -81.675 0.0
37.575 -81.625 0.0
37.575 -81.57499999999999 0.0
37.575 -81.52499999999999 0.0
37.575 -81.475 0.0
37.575 -81.425 0.0
37.575 -81.375 0.0
37.575 -81.32499999999999 0.0
37.575 -81.27499999999999 0.0
37.575 -81.225 0.0
37.575 -81.175 0.5093275543817855
37.575 -81.125 0.5098116403100801
37.575 -81.07499999999999 0.5103198509952933
37.575 -81.02499999999999 0.5108095999133435
37.575 -80.975 0.5113714923594963
37.575 -80.925 0.5113714923594963
37.575 -80.875 0.512171334049438
37.575 -80.82499999999999 0.5135404008619471
37.575 -80.77499999999999 0.5143782567635267
37.575 -80.725 0.5145265711250476
37.575 -80.675 0.515087240817154
37.575 -80.625 0.5156850202049239
37.575 -80.57499999999999 0.5163148558461649
37.575 -80.52499999999999 0.0
37.575 -80.475 0.0
37.575 -80.425 0.0
37.575 -80.375 0.0
37.575 -80.32499999999999 0.5158804630587392
37.575 -80.27499999999999 0.5153347790407715
37.575 -80.225 0.5145031721320882
37.575 -80.175 0.5143272646622299
37.575 -80.125 0.5143272646622299
37.575 -80.07499999999999 0.5137934550283432
37.575 -80.02499999999999 0.5135384134168031
37.575 -79.975 0.5135384134168031
37.575 -79.925 0.5129914531183102
37.575 -79.875 0.5124868587191442
37.575 -79.82499999999999 0.5126245187459493
37.575 -79.77499999999999 0.5126245187459493
37.575 -79.725 0.0
37.575 -79.675 0.0
37.575 -79.625 0.0
37.575 -79.57499999999999 0.0
37.575 -79.52499999999999 0.0
37.575 -79.475 0.0
37.575 -79.425 0.0
37.575 -79.375 0.0
37.575 -79.32499999999999 0.0
37.575 -79.27499999999999 0.0
37.575 -79.225 0.0
37.575 -79.175 0.0
37.575 -79.125 0.0
37.575 -79.07499999999999 0.0
37.575 -79.02499999999999 0.0
37.525 -81.975 0.0
37.525 -81.925 0.0
37.525 -81.875 0.0
37.525 -81.82499999999999 0.0
37.525 -81.77499999999999 0.0
37.525 -81.725 0.0
37.525 -81.675 0.0
37.525 -81.625 0.0
37.525 -81.57499999999999 0.0
37.525 -81.52499999999999 0.0
37.525 -81.475 0.0
37.525 -81.425 0.0
37.525 -81.375 0.0
37.525 -81.32499999999999 0.0
37.525 -81.27499999999999 0.0
37.525 -81.225 0.0
37.525 -81.175 0.0
37.525 -81.125 0.0
37.525 -81.07499999999999 0.0
37.525 -81.02499999999999 0.513090527645732
37.525 -80.975 0.513090527645732
37.525 -80.925 0.5138972303355815
37.525 -80.875 0.5152189747641299
37.525 -80.82499999999999 0.0
37.525 -80.77499999999999 0.0
37.525 -80.725 0.0
37.525 -80.675 0.0
37.525 -80.625 0.0
37.525 -80.57499999999999 0.0
37.525 -80.52499999999999 0.0
37.525 -80.475 0.0
37.525 -80.425 0.0
37.525 -80.375 0.0
37.525 -80.32499999999999 0.0
37.525 -80.27499999999999 0.0
37.525 -80.225 0.0
37.525 -80.175 0.0
37.525 -80.125 0.5166711811956765
37.525 -80.07499999999999 0.5164022242160881
37.525 -80.02499999999999 0.5150678753729564
37.525 -79.975 0.5148017304935
37.525 -79.925 0.5145467180551131
37.525 -79.875 0.0
37.525 -79.82499999999999 0.0
37.525 -79.77499999999999 0.0
37.525 -79.725 0.0
37.525 -79.675 0.0
37.525 -79.625 0.0
37.525 -79.57499999999999 0.0
37.525 -79.52499999999999 0.0
37.525 -79.475 0.0
37.525 -79.425 0.0
37.525 -79.375 0.0
37.525 -79.32499999999999 0.0
37.525 -79.27499999999999 0.0
37.525 -79.225 0.0
37.525 -79.175 0.0
37.525 -79.125 0.0
37.525 -79.07499999999999 0.0
37.525 -79.02499999999999 0.0
37.475 -81.975 0.0
37.475 -81.925 0.0
37.475 -81.875 0.0
37.475 -81.82499999999999 0.0
37.475 -81.77499999999999 0.0
37.475 -81.725 0.0
37.475 -81.675 0.0
37.475 -81.625 0.0
37.475 -81.57499999999999 0.0
37.475 -81.52499999999999 0.0
37.475 -81.475 0.0
37.475 -81.425 0.0
37.475 -81.375 0.0
37.475 -81.32499999999999 0.0
37.475 -81.27499999999999 0.0
37.475 -81.225 0.0
37.475 -81.175 0.0
37.475 -81.125 0.0
37.475 -81.07499999999999 0.0
37.475 -81.02499999999999 0.0
37.475 -80.975 0.0
37.475 -80.925 0.0
37.475 -80.875 0.0
37.475 -80.82499999999999 0.0
37.475 -80.77499999999999 0.0
37.475 -80.725 0.0
37.475 -80.675 0.0
37.475 -80.625 0.0
37.475 -80.57499999999999 0.0
37.475 -80.52499999999999 0.0
37.475 -80.475 0.0
37.475 -80.425 0.0
37.475 -80.375 0.0
37.475 -80.32499999999999 0.0
37.475 -80.27499999999999 0.0
37.475 -80.225 0.0
37.475 -80.175 0.0
37.475 -80.125 0.0
37.475 -80.07499999999999 0.0
37.475 -80.02499999999999 0.0
37.475 -79.975 0.0
37.475 -79.925 0.0
37.475 -79.875 0.0
37.475 -79.82499999999999 0.0
37.475 -79.77499999999999 0.0
37.475 -79.725 0.0
37.475 -79.675 0.0
37.475 -79.625 0.0
37.475 -79.57499999999999 0.0
37.475 -79.52499999999999 0.0
37.475 -79.475 0.0
37.475 -79.425 0.0
37.475 -79.375 0.0
37.475 -79.32499999999999 0.0
37.475 -79.27499999999999 0.0
37.475 -79.225 0.0
37.475 -79.175 0.0
37.475 -79.125 0.0
37.475 -79.07499999999999 0.0
37.475 -79.02499999999999 0.0
37.425000000000004 -81.975 0.0
37.425000000000004 -81.925 0.0
37.425000000000004 -81.875 0.0
37.425000000000004 -81.82499999999999 0.0
37.425000000000004 -81.77499999999999 0.0
37.425000000000004 -81.725 0.0
37.425000000000004 -81.675 0.0
37.425000000000004 -81.625 0.0
37.425000000000004 -81.57499999999999 0.0
37.425000000000004 -81.52499999999999 0.0
37.425000000000004 -81.475 0.0
37.425000000000004 -81.425 0.0
37.425000000000004 -81.375 0.0
37.425000000000004 -81.32499999999999 0.0
37.425000000000004 -81.27499999999999 0.0
37.425000000000004 -81.225 0.0
37.425000000000004 -81.175 0.0
37.425000000000004 -81.125 0.0
37.425000000000004 -81.07499999999999 0.0
37.425000000000004 -81.02499999999999 0.0
37.425000000000004 -80.975 0.0
37.425000000000004 -80.925 0.0
37.425000000000004 -80.875 0.0
37.425000000000004 -80.82499999999999 0.0
37.425000000000004 -80.77499999999999 0.0
37.425000000000004 -80.725 0.0
37.425000000000004 -80.675 0.0
37.425000000000004 -80.625 0.0
37.425000000000004 -80.57499999999999 0.0
37.425000000000004 -80.52499999999999 0.0
37.425000000000004 -80.475 0.0
37.425000000000004 -80.425 0.0
37.425000000000004 -80.375 0.0
37.425000000000004 -80.32499999999999 0.0
37.425000000000004 -80.27499999999999 0.0
37.425000000000004 -80.225 0.0
37.425000000000004 -80.175 0.0
37.425000000000004 -80.125 0.0
37.425000000000004 -80.07499999999999 0.0
37.425000000000004 -80.02499999999999 0.0
37.425000000000004 -79.975 0.0
37.425000000000004 -79.925 0.0
37.425000000000004 -79.875 0.0
37.425000000000004 -79.82499999999999 0.0
37.425000000000004 -79.77499999999999 0.0
37.425000000000004 -79.725 0.0
37.425000000000004 -79.675 0.0
37.425000000000004 -79.625 0.0
37.425000000000004 -79.57499999999999 0.0
37.425000000000004 -79.52499999999999 0.0
37.425000000000004 -79.475 0.0
37.425000000000004 -79.425 0.0
37.425000000000004 -79.375 0.0
37.425000000000004 -79.32499999999999 0.0
37.425000000000004 -79.27499999999999 0.0
37.425000000000004 -79.225 0.0
37.425000000000004 -79.175 0.0
37.425000000000004 -79.125 0.0
37.425000000000004 -79.07499999999999 0.0
37.425000000000004 -79.02499999999999 0.0
37.375 -81.975 0.0
37.375 -81.925 0.0
37.375 -81.875 0.0
37.375 -81.82499999999999 0.0
37.375 -81.77499999999999 0.0
37.375 -81.725 0.0
37.375 -81.675 0.0
37.375 -81.625 0.0
37.375 -81.57499999999999 0.0
37.375 -81.52499999999999 0.0
37.375 -81.475 0.0
37.375 -81.425 0.0
37.375 -81.375 0.0
37.375 -81.32499999999999 0.0
37.375 -81.27499999999999 0.0
37.375 -81.225 0.0
37.375 -81.175 0.0
37.375 -81.125 0.0
37.375 -81.07499999999999 0.0
37.375 -81.02499999999999 0.0
37.375 -80.975 0.0
37.375 -80.925 0.0
37.375 -80.875 0.0
37.375 -80.82499999999999 0.0
37.375 -80.77499999999999 0.0
37.375 -80.725 0.0
37.375 -80.675 0.0
37.375 -80.625 0.0
37.375 -80.57499999999999 0.0
37.375 -80.52499999999999 0.0
37.375 -80.475 0.0
37.375 -80.425 0.0
37.375 -80.375 0.0
37.375 -80.32499999999999 0.0
37.375 -80.27499999999999 0.0
37.375 -80.225 0.0
37.375 -80.175 0.0
37.375 -80.125 0.0
37.375 -80.07499999999999 0.0
37.375 -80.02499999999999 0.0
37.375 -79.975 0.0
37.375 -79.925 0.0
37.375 -79.875 0.0
37.375 -79.82499999999999 0.0
37.375 -79.77499999999999 0.0
37.375 -79.725 0.0
37.375 -79.675 0.0
37.375 -79.625 0.0
37.375 -79.57499999999999 0.0
37.375 -79.52499999999999 0.0
37.375 -79.475 0.0
37.375 -79.425 0.0
37.375 -79.375 0.0
37.375 -79.32499999999999 0.0
